Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Enterprise Data Analyst - Future,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,BTAS,"Arlington, VA",-1,-1,-1,-1,-1,-1,-1,-1
Commercial Sales Analytics Manager (Remote),$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,"Johnson Controls, Inc.","Milwaukee, WI",-1,-1,-1,-1,-1,-1,-1,-1
Scientist,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Neurophth Therapeutics,United States,-1,-1,-1,-1,-1,-1,-1,-1
"Sr. Scientist, Bioreactor Process Design",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Just - Evotec Biologics,"Redmond, WA",-1,-1,-1,-1,-1,-1,-1,-1
Senior Marketing Analytics Manager,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Chewy,"Boston, MA",-1,-1,-1,-1,-1,-1,-1,-1
"Research Scientist, Defense",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,ExOne,"Huntingdon, PA",-1,-1,-1,-1,-1,-1,-1,-1
"Research Associate Scientist, Cell Line and Upstream Process Development",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Dynamicure Biotechnology LLC,"Waltham, MA",-1,-1,-1,-1,-1,-1,-1,-1
Translational Research Lab-based Scientist,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Novartis,"Cambridge, MA",-1,-1,-1,-1,-1,-1,-1,-1
"Manager, Clinical Laboratory Scientist",$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,SHK,"San Jose, CA",-1,-1,-1,-1,-1,-1,-1,-1
Big Data Engineer Co-Op,$72K - $134K (Glassdoor est.),"Position summary
Carpenter Technology is looking for an intern Big Data Engineer to build massively scalable, elegant systems that turn billions of data points per day into meaning for our business. With 130+ years industry leadership in specialty alloy products for EOM applications and additive manufacturing, Carpenter is harnessing industry 4.0 to drive next generation innovation. If you are entrepreneurial minded aspiring data engineer who likes to build data capability from the ground to develop competitive edge in the industry and to tackle challenging problems as part of a fast-moving team, we want to meet you.
Location
Philadelphia, PA",-1,Carpenter Technology,"Philadelphia, PA",-1,-1,-1,-1,-1,-1,-1,-1
